,ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
791,100000792,Male,Single,41,High school,183312,Management/High qualified employee,Big city
792,100000793,Male,Non-single,27,High school,96323,Skilled employee/Official,Small city
793,100000794,Male,Non-single,51,University,,Skilled employee/Official,Big city
794,100000795,Male,Single,32,Unknown,141922,Skilled employee/Official,Big city
795,100000796,Female,Non-single,22,High school,120233,Skilled employee/Official,Medium sized city
796,100000797,Male,Single,51,High school,172790,Skilled employee/Official,Mid-sized city
797,100000798,Female,Non-single,22,High school,66720,Unemployed,Small city
798,100000799,Male,Non-single,54,University,,Skilled employee/Official,Mid-sized city
799,100000800,Male,Single,35,High school,51791,Unemployed,Small city
800,100000801,Male,Single,54,High school,118408,Skilled employee/Official,Big city
801,100000802,Female,Non-single,48,University,101616,Unemployed,Small city
802,100000803,Female,Non-single,24,High school,127250,Skilled employee/Official,Small city
803,100000804,Male,Single,35,High school,97290,Skilled employee/Official,Small city
804,100000805,Female,Non-single,24,High school,106970,Unemployed,Small city
805,100000806,Male,Single,24,Unknown,168147,Skilled employee/Official,Big city
806,100000807,Male,Non-single,26,High school,68468,Unemployed,Medium sized city
807,100000808,Male,Single,65,University,120780,Skilled employee/Official,Big city
808,100000809,Male,Single,55,High school,231992,Management/High qualified employee,Big city
809,100000810,Female,Non-single,26,High school,53903,Unemployed,Small city
810,100000811,Male,Non-single,26,High school,101511,Skilled employee/Official,Big city
811,100000812,Male,Non-single,28,High school,69046,Unemployed,Small city
812,100000813,Male,Single,24,Unknown,171584,Skilled employee/Official,Mid-sized city
813,100000814,Male,Single,54,High school,132367,Skilled employee/Official,Big city
814,100000815,Male,Single,46,High school,134433,Skilled employee/Official,Big city
815,100000816,Female,Non-single,54,University,190518,Skilled employee/Official,Small city
816,100000817,Male,Non-single,62,University,152367,Skilled employee/Official,Mid-sized city
817,100000818,Female,Non-single,24,High school,101157,Skilled employee/Official,Mid-sized city
818,100000819,Male,Non-single,43,University,279593,Management/High qualified employee,Big city
819,100000820,Male,Non-single,26,High school,,Skilled employee/Official,Big city
820,100000821,Male,Non-single,27,High school,95171,Skilled employee/Official,Small city
821,100000822,Male,Non-single,24,High school,129162,Skilled employee/Official,Big city
822,100000823,Male,Single,41,High school,118742,Skilled employee/Official,Small city
823,100000824,Male,Single,47,,74511,Unemployed,Small city
824,100000825,Male,Non-single,35,High school,157272,Management/High qualified employee,Mid-sized city
825,100000826,Male,Non-single,30,High school,102374,Skilled employee/Official,Small city
826,100000827,Female,Married,33,High school,131492,Skilled employee/Official,Small city
827,100000828,Male,Single,36,High school,128702,Skilled employee/Official,Big city
828,100000829,Male,Single,47,High school,177509,Skilled employee/Official,Big city
829,100000830,Male,Single,38,High school,163451,Skilled employee/Official,Mid-sized city
830,100000831,Male,Single,44,High school,144900,Skilled employee/Official,Mid-sized city
831,100000832,Female,Non-single,23,High school,97115,Skilled employee/Official,Medium sized city
832,100000833,Male,Single,29,Unknown,196568,Skilled employee/Official,Big city
833,100000834,Female,Non-single,42,University,158405,Skilled employee/Official,Small city
834,100000835,Female,Non-single,25,High school,97376,Unemployed,Small city
835,100000836,Male,Single,48,High school,108678,Skilled employee/Official,Mid-sized city
836,100000837,Female,Non-single,21,High school,92351,Skilled employee/Official,Small city
837,100000838,Female,Married,23,High school,61211,Unemployed,Mid sized city
838,100000839,Male,Single,63,University,138644,Skilled employee/Official,Small city
839,100000840,Male,Non-single,46,University,124824,Skilled employee/Official,Big city
840,100000841,Male,Single,29,Unknown,132852,Skilled employee/Official,Small city
841,100000842,Male,Single,28,Unknown,81069,Unemployed,Small city
842,100000843,Female,Non-single,23,High school,104094,Skilled employee/Official,Big city
843,100000844,Male,Single,50,High school,114853,Skilled employee/Official,Small city
844,100000845,Male,Single,47,High school,130344,Skilled employee/Official,Big city
845,100000846,Male,Single,35,High school,,Skilled employee/Official,Small city
846,100000847,Male,Single,68,University,,Skilled employee/Official,Big city
847,100000848,Male,Non-single,28,High school,97390,Skilled employee/Official,Mid-sized city
848,100000849,Male,Single,59,University,120160,Skilled employee/Official,Small city
849,100000850,Male,Single,57,University,82277,Unemployed,Small city
850,100000851,Male,Non-single,33,High school,110844,Skilled employee/Official,Big city
851,100000852,Male,Single,43,High school,133105,Skilled employee/Official,Small city
852,100000853,Male,,,High school,102042,Skilled employee/Official,Small city
853,100000854,Male,Single,32,Unknown,69370,Unemployed,Small city
854,100000855,Male,Single,45,High school,200298,Skilled employee/Official,Mid-sized city
855,100000856,Male,Non-single,33,High school,117039,Skilled employee/Official,Big city
856,100000857,Female,Non-single,,University,107585,Skilled employee/Official,Big city
857,100000858,Male,Single,28,Unknown,114429,Skilled employee/Official,Small city
858,100000859,Female,Non-single,29,High school,128234,Skilled employee/Official,Big city
859,100000860,Male,Single,,Unknown,128580,Skilled employee/Official,Big city
860,100000861,Male,Single,27,Unknown,177757,Skilled employee/Official,Mid-sized city
861,100000862,Male,Non-single,28,High school,106222,Skilled employee/Official,Small city
862,100000863,Female,Non-single,35,High school,118428,Skilled employee/Official,Big city
863,100000864,Male,Single,32,Unknown,139477,Unemployed,Small city
864,100000865,Male,Single,25,Unknown,71159,Unemployed,Small city
865,100000866,Female,Non-single,20,High school,131370,Skilled employee/Official,Big city
866,100000867,Female,Non-single,27,High school,111567,Skilled employee/Official,Big city
867,100000868,Male,Single,42,High school,125482,Skilled employee/Official,Big city
868,100000869,Male,Single,37,High school,160642,Skilled employee/Official,Big city
869,100000870,Female,Non-single,24,High school,92498,Skilled employee/Official,Small city
870,100000871,Female,Non-single,40,University,,Skilled employee/Official,Big city
871,100000872,Male,Single,46,High school,127588,Skilled employee/Official,Big city
872,100000873,Male,Single,26,Unknown,,Skilled employee/Official,Big city
873,100000874,Female,Non-single,24,High school,94629,Skilled employee/Official,Big city
874,100000875,Male,Single,29,Unknown,87598,Unemployed,Big city
875,100000876,Female,Non-single,40,University,161194,Skilled employee/Official,Mid-sized city
876,100000877,Male,Single,36,High school,137342,Management/High qualified employee,Big city
877,100000878,Male,Single,28,Unknown,116848,Skilled employee/Official,Mid-sized city
878,100000879,Male,Single,27,Unknown,,Management/High qualified employee,Mid-sized city
879,100000880,Male,Single,36,High school,153441,Skilled employee/Official,Small city
880,100000881,Male,Single,38,High school,195328,Management/High qualified employee,Big city
881,100000882,Male,Non-single,48,University,190413,Skilled employee/Official,Small city
882,100000883,Male,Single,36,High school,118656,Skilled employee/Official,Mid-sized city
883,100000884,Female,Non-single,65,Graduate school,69487,Unemployed,Small city
884,100000885,Male,Non-single,43,University,,Skilled employee/Official,Mid-sized city
885,100000886,Female,Non-single,53,University,117005,Skilled employee/Official,Mid-sized city
886,100000887,Male,Single,34,High school,123243,Skilled employee/Official,Mid-sized city
887,100000888,Male,Single,23,,,Skilled employee/Official,Mid-sized city
888,100000889,Male,Single,34,High school,180617,Management/High qualified employee,Big city
889,100000890,Male,Single,40,High school,167019,Skilled employee/Official,Small city
890,100000891,Male,Single,43,High school,147745,Management/High qualified employee,Big city
891,100000892,Male,Single,,High school,114254,Skilled employee/Official,Mid-sized city
892,100000893,Male,Single,38,High school,81155,Unemployed,Small city
893,100000894,Male,Single,34,High school,151803,Skilled employee/Official,Big city
894,100000895,Male,Single,29,Unknown,,Skilled employee/Official,Big city
895,100000896,Male,Single,31,Unknown,200621,Management/High qualified employee,Big city
896,100000897,Female,Non-single,28,High school,144448,Management/High qualified employee,Mid-sized city
897,100000898,Female,Married,35,High school,150797,Skilled employee/Official,Small city
898,100000899,Female,Non-single,33,High school,84404,Unemployed,Small city
899,100000900,Male,Single,42,High school,133373,Skilled employee/Official,Big city
900,100000901,Male,Single,43,High school,119502,Skilled employee/Official,Big city
901,100000902,Male,Non-single,44,University,,Skilled employee/Official,Small city
902,100000903,Male,Single,42,High school,194084,Skilled employee/Official,Big city
903,100000904,Male,Married,40,High school,108278,Skilled employee/Official,Mid-sized city
904,100000905,Male,Single,36,High school,130987,Management/High qualified employee,Mid-sized city
905,100000906,Male,Single,20,Unknown,116582,Management/High qualified employee,Big city
906,100000907,Male,Single,24,Unknown,85270,Unemployed,Small city
907,100000908,Male,Non-single,27,High school,129227,Skilled employee/Official,Small city
908,100000909,Female,Non-single,,University,108291,Unemployed,Small city
909,100000910,Female,Non-single,33,High school,103091,Unemployed,Small city
910,100000911,Female,Non-single,34,High school,,Skilled employee/Official,Mid-sized city
911,100000912,Female,Non-single,25,High school,111502,Unemployed,Small city
912,100000913,Female,Non-single,25,High school,124750,Skilled employee/Official,Mid-sized city
913,100000914,Male,Non-single,28,,,Skilled employee/Official,Big city
914,100000915,Male,Single,31,Unknown,,Skilled employee/Official,Small city
915,100000916,Female,Married,32,High school,308491,Management/High qualified employee,Mid-sized city
916,100000917,Male,Single,32,Unknown,126368,Skilled employee/Official,Small city
917,100000918,Male,Single,68,University,287247,Management/High qualified employee,Big city
918,100000919,Male,Non-single,33,High school,125535,Skilled employee/Official,Big city
919,100000920,Male,Single,39,High school,153223,Management/High qualified employee,Big city
920,100000921,Female,Non-single,28,,106873,Skilled employee/Official,Mid-sized city
921,100000922,Male,Single,37,High school,,Management/High qualified employee,Mid-sized city
922,100000923,Female,Non-single,22,High school,,Skilled employee/Official,Mid sized city
923,100000924,Male,Single,30,Unknown,112151,Skilled employee/Official,Mid-sized city
924,100000925,Male,Non-single,55,University,172909,Skilled employee/Official,Small city
925,100000926,Male,Single,46,,103387,Skilled employee/Official,Mid-sized city
926,100000927,Female,Non-single,21,High school,93916,Skilled employee/Official,Big city
927,100000928,Male,Single,39,High school,189963,Skilled employee/Official,Big city
928,100000929,Male,Single,58,University,124191,Skilled employee/Official,Small city
929,100000930,Male,Single,43,High school,77205,Unemployed,Small city
930,100000931,Male,Single,24,Unknown,65917,Unemployed,Small city
931,100000932,Female,Non-single,22,High school,109676,Skilled employee/Official,Small city
932,100000933,Male,Single,30,Unknown,95682,Skilled employee/Official,Big city
933,100000934,Male,Single,42,High school,125516,Skilled employee/Official,Big city
934,100000935,Female,Non-single,23,High school,,Skilled employee/Official,Mid sized city
935,100000936,Male,Single,30,Unknown,154854,Management/High qualified employee,Mid-sized city
936,100000937,Female,Non-single,28,High school,84582,Unemployed,Small city
937,100000938,Male,Non-single,30,High school,145800,Management/High qualified employee,Small city
938,100000939,Male,Single,42,High school,,Skilled employee/Official,Mid-sized city
939,100000940,Male,Single,46,High school,192379,Management/High qualified employee,Big city
940,100000941,Male,Single,45,High school,159757,Management/High qualified employee,Big city
941,100000942,Male,Single,31,,69571,Unemployed,Small city
942,100000943,Male,Single,31,Unknown,93648,Skilled employee/Official,Big city
943,100000944,Male,Single,42,High school,77472,Unemployed,Small city
944,100000945,Female,Non-single,46,University,121501,Skilled employee/Official,Small city
945,100000946,Female,Non-single,30,High school,207262,Skilled employee/Official,Small city
946,100000947,Male,Single,30,Unknown,143082,Skilled employee/Official,Big city
947,100000948,Male,Single,38,High school,147760,Management/High qualified employee,Mid-sized city
948,100000949,Male,Non-single,43,,82082,Unemployed,Small city
949,100000950,Male,Single,,Unknown,132991,Skilled employee/Official,Mid-sized city
950,100000951,Male,Non-single,40,High school,78436,Unemployed,Small city
951,100000952,Male,Single,24,Unknown,,Skilled employee/Official,Big city
952,100000953,Female,Non-single,28,High school,164915,Skilled employee/Official,Small city
953,100000954,Female,Non-single,,High school,223185,,Mid-sized city
954,100000955,Female,Non-single,29,High school,108400,Skilled employee/Official,Big city
955,100000956,Female,Non-single,57,University,194882,Management/High qualified employee,Mid-sized city
956,100000957,Male,Single,49,High school,122186,Unemployed,Small city
957,100000958,Male,Single,37,High school,79594,Unemployed,Small city
958,100000959,Male,Single,45,High school,104355,Unemployed,Small city
959,100000960,Male,Single,30,Unknown,,Skilled employee/Official,Big city
960,100000961,Male,Non-single,30,High school,103699,Skilled employee/Official,Mid-sized city
961,100000962,Male,Non-single,,University,,Skilled employee/Official,Mid-sized city
962,100000963,Male,Single,29,Unknown,117272,Skilled employee/Official,Big city
963,100000964,Male,Single,35,High school,137932,Skilled employee/Official,Small city
964,100000965,Male,Non-single,22,High school,63972,Unemployed,Small city
965,100000966,Female,Non-single,26,High school,113299,Skilled employee/Official,Big city
966,100000967,Male,Single,23,Unknown,108540,Unemployed,Small city
967,100000968,Female,Non-single,54,University,9875,Management/High qualified employee,Big city
968,100000969,Male,Non-single,29,High school,154991,Skilled employee/Official,Big city
969,100000970,Male,Single,40,High school,99723,Unemployed,Small city
970,100000971,Male,Single,22,Unknown,,Skilled employee/Official,Big city
971,100000972,Male,Single,43,High school,135275,Unemployed,Small city
972,100000973,Female,Non-single,29,High school,41680,Unemployed,Small city
973,100000974,Male,Single,36,High school,,Skilled employee/Official,Mid-sized city
974,100000975,Female,Non-single,33,High school,120596,Skilled employee/Official,Small city
975,100000976,Female,Non-single,57,University,139641,Unemployed,Small city
976,100000977,Female,Non-single,64,Graduate school,134377,Skilled employee/Official,Small city
977,100000978,Male,Single,42,High school,125804,Skilled employee/Official,Big city
978,100000979,Male,Single,47,High school,,Unemployed,Small city
979,100000980,Male,Non-single,25,High school,,Skilled employee/Official,Big city
980,100000981,Male,Single,49,High school,188594,Skilled employee/Official,Mid-sized city
981,100000982,Male,Single,33,High school,162827,Management/High qualified employee,Big city
982,100000983,Female,Non-single,28,High school,178991,Management/High qualified employee,Mid sized city
983,100000984,Male,Single,26,Unknown,159739,Skilled employee/Official,Mid-sized city
984,100000985,Male,Single,30,Unknown,,Unemployed,Small city
985,100000986,Female,Non-single,25,High school,100794,Skilled employee/Official,Big city
986,100000987,Male,Non-single,33,High school,167763,Skilled employee/Official,Mid-sized city
987,100000988,Female,Non-single,64,Graduate school,145174,Skilled employee/Official,Small city
988,100000989,Male,Single,29,Unknown,176292,Management/High qualified employee,Mid-sized city
989,100000990,Male,Single,,High school,94024,Unemployed,Small city
990,100000991,Male,Single,37,High school,93740,Unemployed,Small city
991,100000992,Male,Single,34,High school,,Unemployed,Small city
992,100000993,Male,Non-single,23,High school,69997,Unemployed,Megapolis
993,100000994,Male,Single,30,Unknown,151938,Management/High qualified employee,Big city
994,100000995,Male,Single,50,High school,122830,Skilled employee/Official,Mid-sized city
995,100000996,Female,Non-single,31,High school,78489,Unemployed,Small city
996,100000997,Male,Non-single,40,High school,,Management/High qualified employee,Mid-sized city
997,100000998,Male,Single,38,High school,98032,Skilled employee/Official,Big city
998,100000999,Male,Single,23,Unknown,,Skilled employee/Official,Small city
999,100001000,Male,Single,27,Unknown,147968,Skilled employee/Official,Mid-sized city
1000,100001001,Female,Non-single,63,University,134853,Skilled employee/Official,Mid-sized city
1001,100001002,Male,Single,66,University,157576,Management/High qualified employee,Big city
1002,100001003,Male,Non-single,43,University,203738,Management/High qualified employee,Mid-sized city
1003,100001004,Male,Non-single,44,University,,Management/High qualified employee,Big city
1004,100001005,Male,Non-single,65,Graduate school,69487,Unemployed,Big city
1005,100001006,Female,Non-single,73,Graduate school,214126,Management/High qualified employee,Mid-sized city
1006,100001007,Male,Single,60,University,136671,Skilled employee/Official,Mid-sized city
1007,100001008,Male,Non-single,62,University,174337,Skilled employee/Official,Mid-sized city
1008,100001009,Female,Non-single,58,University,,Skilled employee/Official,Mid-sized city
1009,100001010,Female,Non-single,43,University,167139,Management/High qualified employee,Big city
1010,100001011,Male,Single,64,University,122094,Skilled employee/Official,Big city
1011,100001012,Male,Non-single,37,Graduate school,170113,Management/High qualified employee,Big city
1012,100001013,Female,Non-single,46,University,192698,Management/High qualified employee,Mid-sized city
1013,100001014,Male,Non-single,57,University,144197,Skilled employee/Official,Big city
1014,100001015,Male,Non-single,51,University,133623,Skilled employee/Official,Mid-sized city
1015,100001016,Female,Non-single,32,Graduate school,171052,Management/High qualified employee,Big city
1016,100001017,Male,Single,64,University,130492,Skilled employee/Official,Big city
1017,100001018,Male,Single,68,University,135705,Skilled employee/Official,Mid-sized city
1018,100001019,Female,Non-single,55,University,171804,Management/High qualified employee,Big city
1019,100001020,Male,Single,73,University,192167,Management/High qualified employee,Mid-sized city
1020,100001021,Female,Non-single,34,Graduate school,134377,Skilled employee/Official,Big city
1021,100001022,Male,Non-single,44,University,,Skilled employee/Official,Mid-sized city
1022,100001023,Male,Single,58,University,267872,Skilled employee/Official,Mid-sized city
1023,100001024,Female,Non-single,65,University,142193,Unemployed,Mid-sized city
1024,100001025,Female,Non-single,56,University,183765,Skilled employee/Official,Mid-sized city
1025,100001026,Female,Non-single,42,University,218664,Management/High qualified employee,Big city
1026,100001027,Female,Non-single,65,Graduate school,145174,Skilled employee/Official,Big city
1027,100001028,Male,Single,72,University,,Management/High qualified employee,Big city
1028,100001029,Female,Non-single,45,University,262634,Management/High qualified employee,Big city
1029,100001030,Male,Single,68,University,,Management/High qualified employee,Big city
1030,100001031,Male,Single,60,University,166298,Management/High qualified employee,Mid-sized city
1031,100001032,Female,Non-single,30,Graduate school,133328,Unemployed,Big city
1032,100001033,Male,Single,63,University,129798,Skilled employee/Official,Mid-sized city
1033,100001034,Male,Single,57,University,281084,Management/High qualified employee,Mid-sized city
1034,100001035,Female,Non-single,46,University,160678,Skilled employee/Official,Big city
1035,100001036,Female,Non-single,70,Graduate school,167532,Skilled employee/Official,Mid-sized city
1036,100001037,Male,Single,65,University,178591,Skilled employee/Official,Big city
1037,100001038,Male,Single,63,University,273063,Management/High qualified employee,Big city
1038,100001039,Male,Non-single,54,University,149410,Skilled employee/Official,Big city
1039,100001040,Male,Non-single,49,University,124658,Skilled employee/Official,Big city
1040,100001041,Female,Non-single,64,University,153645,Skilled employee/Official,Big city
1041,100001042,Female,Married,61,University,308529,Management/High qualified employee,Big city
1042,100001043,Female,Non-single,57,University,155062,Skilled employee/Official,Big city
1043,100001044,Female,Non-single,42,University,199654,Skilled employee/Official,Big city
1044,100001045,Male,Single,62,University,124723,Skilled employee/Official,Big city
1045,100001046,Female,Non-single,41,University,127752,Skilled employee/Official,Big city
1046,100001047,Female,Non-single,51,University,157595,Management/High qualified employee,Mid-sized city
1047,100001048,Female,Non-single,38,University,135534,Skilled employee/Official,Big city
1048,100001049,Female,Non-single,56,University,166264,Management/High qualified employee,Big city
1049,100001050,Female,Non-single,43,University,147259,Skilled employee/Official,Mid-sized city
1050,100001051,Female,Non-single,48,University,161116,Skilled employee/Official,Mid-sized city
1051,100001052,Male,Single,61,University,139380,Skilled employee/Official,Mid-sized city
1052,100001053,Male,Non-single,48,University,213768,Management/High qualified employee,Medium sized city
1053,100001054,Male,Single,68,University,125903,Skilled employee/Official,Big city
1054,100001055,Female,Non-single,62,University,163940,Skilled employee/Official,Mid-sized city
1055,100001056,Female,Non-single,56,University,173378,Management/High qualified employee,Big city
1056,100001057,Female,Non-single,53,University,,Skilled employee/Official,Mid-sized city
1057,100001058,Male,Non-single,33,Graduate school,166712,Skilled employee/Official,Big city
1058,100001059,Female,Non-single,60,University,189166,Skilled employee/Official,Mid-sized city
1059,100001060,Female,Non-single,47,University,161714,Skilled employee/Official,Mid-sized city
1060,100001061,Male,Non-single,25,Graduate school,,Management/High qualified employee,Big city
1061,100001062,Male,Single,64,University,184680,Skilled employee/Official,Mid-sized city
1062,100001063,Male,Single,73,University,214732,Management/High qualified employee,Mid-sized city
1063,100001064,Male,Married,66,University,152527,Skilled employee/Official,Mid-sized city
1064,100001065,Female,Non-single,76,Graduate school,,Management/High qualified employee,Mid-sized city
1065,100001066,Female,Non-single,60,University,194532,Management/High qualified employee,Mid-sized city
1066,100001067,Female,Non-single,57,University,125883,Skilled employee/Official,Big city
1067,100001068,Male,Married,30,Graduate school,,Skilled employee/Official,Big city
1068,100001069,Male,Non-single,43,University,159880,Management/High qualified employee,Mid-sized city
1069,100001070,Male,Single,57,University,165519,Skilled employee/Official,Big city
1070,100001071,Male,Non-single,51,University,149653,Skilled employee/Official,Mid-sized city
1071,100001072,Female,Non-single,61,University,,Skilled employee/Official,Mid-sized city
1072,100001073,Male,Single,64,University,159378,Management/High qualified employee,Big city
1073,100001074,Male,Non-single,41,University,,Management/High qualified employee,Mid-sized city
1074,100001075,Male,Non-single,43,University,280566,Management/High qualified employee,Big city
1075,100001076,Male,Non-single,67,Graduate school,71823,Unemployed,Big city
1076,100001077,Female,Non-single,71,Graduate school,211572,Management/High qualified employee,Mid-sized city
1077,100001078,Male,Single,59,University,136123,Skilled employee/Official,Mid-sized city
1078,100001079,Male,Non-single,60,University,176372,Skilled employee/Official,Mid-sized city
1079,100001080,Female,Non-single,60,University,128271,Skilled employee/Official,Mid sized city
1080,100001081,Female,Non-single,45,University,,Management/High qualified employee,Big city
1081,100001082,Male,Single,63,University,122267,Skilled employee/Official,Big city
1082,100001083,Male,Non-single,38,Graduate school,169324,Management/High qualified employee,Big city
1083,100001084,Female,Non-single,46,University,192561,Management/High qualified employee,Mid-sized city
1084,100001085,Male,Non-single,55,University,145781,Skilled employee/Official,Big city
1085,100001086,Male,Non-single,50,University,135376,Skilled employee/Official,Mid-sized city
1086,100001087,Female,Non-single,30,Graduate school,169002,Management/High qualified employee,Big city
1087,100001088,Male,Single,63,University,128469,Skilled employee/Official,Big city
1088,100001089,Male,Single,67,University,135567,Skilled employee/Official,Mid-sized city
1089,100001090,Female,Non-single,54,University,170644,Management/High qualified employee,Big city
1090,100001091,Male,Single,71,University,192360,Management/High qualified employee,Mid-sized city
1091,100001092,Female,Non-single,32,Graduate school,133235,Skilled employee/Official,Big city
1092,100001093,Female,Non-single,45,University,260847,Management/High qualified employee,Big city
1093,100001094,Male,Single,65,University,285647,Management/High qualified employee,Big city
1094,100001095,Male,Single,62,University,164816,Management/High qualified employee,Mid-sized city
1095,100001096,Female,Non-single,28,Graduate school,130148,Unemployed,Mid sized city
1096,100001097,Male,Single,65,University,129838,Skilled employee/Official,Mid-sized city
1097,100001098,Male,Single,57,University,,Management/High qualified employee,Mid-sized city
1098,100001099,Female,Non-single,48,University,157305,Skilled employee/Official,Big city
1099,100001100,Female,Non-single,71,Graduate school,163654,Skilled employee/Official,Mid-sized city
1100,100001101,Male,Single,38,High school,82398,Skilled employee/Official,Mid-sized city
1101,100001102,Male,Non-single,40,High school,107710,Skilled employee/Official,Mid-sized city
1102,100001103,Male,Single,49,High school,122346,Skilled employee/Official,Mid-sized city
1103,100001104,Male,Non-single,32,High school,,Management/High qualified employee,Mid-sized city
1104,100001105,Male,Single,45,High school,127572,Skilled employee/Official,Mid-sized city
1105,100001106,Male,Single,40,High school,154031,Management/High qualified employee,Mid-sized city
1106,100001107,Male,Single,66,University,164931,Management/High qualified employee,Big city
1107,100001108,Male,Single,38,High school,123003,Skilled employee/Official,Big city
1108,100001109,Male,Non-single,20,High school,,Skilled employee/Official,Mid-sized city
1109,100001110,Male,Single,48,High school,,Skilled employee/Official,Mid-sized city
1110,100001111,Male,Non-single,46,University,168904,Management/High qualified employee,Mid-sized city
1111,100001112,Male,Single,32,High school,137576,Management/High qualified employee,Big city
1112,100001113,Male,Single,54,High school,111274,Skilled employee/Official,Mid-sized city
1113,100001114,Male,Non-single,,High school,94249,Management/High qualified employee,Big city
1114,100001115,Male,Married,27,High school,180940,Management/High qualified employee,Mid-sized city
1115,100001116,Male,Single,57,High school,,Skilled employee/Official,Big city
1116,100001117,Male,Single,38,High school,,Management/High qualified employee,Mid-sized city
1117,100001118,Male,Single,,High school,144850,Skilled employee/Official,Mid-sized city
1118,100001119,Male,Non-single,20,High school,107270,Skilled employee/Official,Big city
1119,100001120,Male,Single,36,High school,113405,Management/High qualified employee,Big city
1120,100001121,Male,Single,47,High school,137338,Skilled employee/Official,Big city
1121,100001122,Male,Single,64,University,125119,Unemployed,Big city
1122,100001123,Male,Single,42,High school,159745,Management/High qualified employee,Big city
1123,100001124,Male,Single,44,High school,181262,Management/High qualified employee,Big city
1124,100001125,Male,Non-single,30,High school,90500,Management/High qualified employee,Big city
1125,100001126,Male,Single,37,High school,,Skilled employee/Official,Mid-sized city
1126,100001127,Male,Single,,High school,,Skilled employee/Official,Big city
1127,100001128,Male,Non-single,62,University,,Skilled employee/Official,Mid-sized city
1128,100001129,Male,Single,49,High school,178549,,Big city
1129,100001130,Male,Single,52,High school,159716,Skilled employee/Official,Big city
1130,100001131,Male,Married,36,High school,170118,Management/High qualified employee,Mid-sized city
1131,100001132,Male,Single,49,,143886,Unemployed,Mid-sized city
1132,100001133,Male,Single,42,High school,130164,Management/High qualified employee,Big city
1133,100001134,Male,Single,38,High school,114476,Skilled employee/Official,Mid-sized city
1134,100001135,Male,Single,50,High school,,Skilled employee/Official,Mid-sized city
1135,100001136,Male,Non-single,34,High school,129654,Management/High qualified employee,Big city
1136,100001137,Male,Single,43,High school,123202,Skilled employee/Official,Big city
1137,100001138,Male,Single,40,High school,160524,Skilled employee/Official,Mid-sized city
1138,100001139,Male,Single,56,University,,Skilled employee/Official,Mid-sized city
1139,100001140,Male,Single,41,High school,143994,Management/High qualified employee,Big city
1140,100001141,Male,Non-single,30,High school,123517,Management/High qualified employee,Big city
1141,100001142,Male,Non-single,28,High school,129055,Skilled employee/Official,Big city
1142,100001143,Male,Single,64,University,136312,Unemployed,Big city
1143,100001144,Male,Single,67,University,112486,Skilled employee/Official,Big city
1144,100001145,Male,Single,37,High school,152401,Management/High qualified employee,Mid-sized city
1145,100001146,Male,Single,31,High school,157453,Management/High qualified employee,Mid-sized city
1146,100001147,Male,Single,32,High school,142870,Management/High qualified employee,Big city
1147,100001148,Male,Non-single,52,University,137231,Skilled employee/Official,Big city
1148,100001149,Male,Non-single,31,High school,104406,Skilled employee/Official,Mid-sized city
1149,100001150,Male,Single,36,High school,145385,Management/High qualified employee,Mid-sized city
1150,100001151,Male,Non-single,32,High school,146519,Management/High qualified employee,Mid-sized city
1151,100001152,Male,Single,51,High school,126227,Skilled employee/Official,Big city
1152,100001153,Male,Single,47,High school,112227,Management/High qualified employee,Mid-sized city
1153,100001154,Male,Non-single,34,High school,110145,Skilled employee/Official,Big city
1154,100001155,Male,Non-single,46,University,149419,Skilled employee/Official,Mid-sized city
1155,100001156,Male,Non-single,42,High school,,Skilled employee/Official,Mid sized city
1156,100001157,Male,Single,39,High school,91019,Management/High qualified employee,Mid-sized city
1157,100001158,Male,Single,50,High school,,Skilled employee/Official,Big city
1158,100001159,Male,Single,42,High school,142305,Skilled employee/Official,Big city
1159,100001160,Male,Non-single,36,High school,130602,Skilled employee/Official,Mid-sized city
1160,100001161,Male,Non-single,18,High school,98992,Skilled employee/Official,Mid-sized city
1161,100001162,Male,Single,35,High school,181926,Management/High qualified employee,Big city
1162,100001163,Male,Single,38,High school,152864,Skilled employee/Official,Big city
1163,100001164,Male,Single,39,High school,135837,Management/High qualified employee,Big city
1164,100001165,Male,Married,24,High school,121757,Unemployed,Big city
1165,100001166,Male,Single,41,High school,182274,Skilled employee/Official,Mid-sized city
1166,100001167,Male,Single,36,High school,149040,Management/High qualified employee,Big city
1167,100001168,Male,Single,37,High school,154196,Management/High qualified employee,Big city
1168,100001169,Male,Non-single,45,University,135332,Skilled employee/Official,Mid-sized city
1169,100001170,Male,Single,41,High school,134200,Management/High qualified employee,Big city
1170,100001171,Male,Single,36,High school,177171,Management/High qualified employee,Big city
1171,100001172,Male,Single,38,High school,,Unemployed,Big city
1172,100001173,Male,Single,38,High school,,Unemployed,
1173,100001174,Male,Non-single,53,,159559,Management/High qualified employee,Mid sized city
1174,100001175,Male,Single,35,High school,113878,Skilled employee/Official,Big city
1175,100001176,Male,Single,48,High school,171203,Management/High qualified employee,Big city
1176,100001177,Male,Single,36,High school,102180,Skilled employee/Official,Big city
1177,100001178,Male,Non-single,22,High school,116844,Management/High qualified employee,Mid-sized city
1178,100001179,Male,Single,35,High school,,Management/High qualified employee,Big city
1179,100001180,Male,Single,42,High school,156431,Unemployed,Mid-sized city
